title,author,unit,degree,year,abstract,keywords,directions_str,source_keyword,source_url,source_site
危险液体化学品运输安全管理研究——以JY公司为例,王梦晨,浙江万里学院,硕士,2014,,,运输监管,危险化学品运输,,
危险化学品道路运输泄漏扩散及火灾事故模拟研究,钱博,南京工业大学,硕士,2014,,,运输监管 / 事故分析,危险化学品运输,,
公路危险品运输决策策略研究,贾红梅,吉林大学交通学院,硕士,2006,,,其他,危险化学品运输,,
危险化学品车辆路径问题及算法研究,王健,北京化工大学,硕士,2016,,,其他,危险化学品运输,,
内河液态危化品运输路线评价研究,朱骋,重庆交通大学,硕士,2025,,,其他,危险化学品运输,,
J企业危险化学品公路运输的风险分析与控制研究,姜长海,华东理工大学,硕士,2013,,,运输监管 / 运输风险评估,危险化学品运输,,
气体类化学品道路运输事故风险评价,刘犀子,北京交通大学,硕士,2017,,,运输监管 / 运输风险评估 / 风险评价方法,危险化学品运输,,
危险化学品事故损失计算研究,王琼,北京化工大学,硕士,2011,,,其他,危险化学品运输,,
淮南市危险化学品安全信息管理系统研究,陈霞,安徽理工大学,硕士,2014,,,其他,危险化学品运输,,
阜新市危险化学品管理机制研究,冯博雅,辽宁工程技术大学,硕士,2014,,,其他,危险化学品运输,,
危险化学品事故环境风险的定量评估及动态演化,任星星,华东理工大学,硕士,2014,"...,事故发生的可能性也大为增加。危险化学品事故不仅会造成人体直接伤害,更对环境构成了极大地威胁。如何定量地评估事故环境风险及其动态演化轨迹不仅是安全生产、运输和处理处置决策的依据和事故预警与应急救援的关键...",危险化学品；定量评估；情景分析；动态演化,其他,危险化学品运输,,
基于遗传算法的危险品运输调度优化研究,杨士宇,大连海事大学,硕士,2013,,遗传算法；危险品；运输调度优化；信息系统,其他,危险化学品运输,,
考虑公平性约束的危险品运输网络设计研究,彭姗姗,北京交通大学,硕士,2013,,,其他,危险化学品运输,,
危险化学品生产企业物流绩效评价研究,刘迅猛,华东理工大学,硕士,2013,,,其他,危险化学品运输,,
危险化学品事故应急设施选址研究,彭云,北京化工大学,硕士,2013,,,运输路径优化,危险化学品运输,,
云南危险品的物流流程风险管理研究,刘猛,昆明理工大学,硕士,2019,,,其他,危险化学品运输,,
鞍山市危险化学品安全管理研究,王碧辉,辽宁大学,硕士,2012,,,其他,危险化学品运输,,
基于海洋微藻的典型危险化学品毒性效应和生物清除研究,王秀粉,中国海洋大学,硕士,2019,,,其他,危险化学品运输,,
基于风险评价的危险化学品码头选址研究,周薇,南京大学,硕士,2012,,,运输路径优化 / 风险评价方法,危险化学品运输,,
用于化学品危险性快速检测的过程强化研究,王德志,青岛科技大学,硕士,2012,,,其他,危险化学品运输,,
危险化学品道路运输事故率计算方法研究,张芮博,北京化工大学,硕士,2017,,,运输监管,危险化学品运输,,
基于BTM模型的危险货物道路运输事故影响因素分析,师静圆,北京交通大学,硕士,2022,,,运输监管,危险化学品运输,,
我国危险化学品货物道路运输风险分析及防范研究,严少伟,苏州大学,硕士,2010,,,运输监管 / 运输风险评估,危险化学品运输,,
巨化集团危险化学品道路运输部门标准体系的研究,张红英,浙江工业大学,硕士,2010,,化工企业；危险化学品；道路运输；标准体系,运输监管,危险化学品运输,,
基于FMEA的莱德公司危化品运输风险管理研究,张兴伟,中国海洋大学,硕士,2014,,,运输风险评估,危险化学品运输,,
公路运输液态化学品风险辨识及危险度评价研究,张建莉,长安大学,硕士,2006,,,运输监管 / 运输风险评估,危险化学品运输,,
危险化学品仓储堆垛安全布局优化,任海胜,北京化工大学,硕士,2019,,,储存安全,危险化学品运输,,
危险化学品罐式集装箱公路运输风险评价研究,郝连胜,上海海事大学,硕士,2007,,,运输监管 / 运输风险评估 / 风险评价方法,危险化学品运输,,
不确定环境下危险化学品库存路径问题研究,胡皓,北京化工大学,博士,2018,,,其他,危险化学品运输,,
基于ZigBee和百度地图的危化品运输跟踪监测系统研究,苑宇坤,中北大学,硕士,2016,,,其他,危险化学品运输,,
危险品运输车辆远程监控系统的设计,马克军,宁夏大学,硕士,2013,,,其他,危险化学品运输,,
基于贝叶斯网络的港区危险品运输事故影响因素分析,李伊人,东南大学,硕士,2017,,,其他,危险化学品运输,,
嘉绍大桥危险品运输风险评估和控制技术研究,祁晨旭,长安大学,硕士,2017,,,运输风险评估 / 风险评价方法,危险化学品运输,,
危化品槽罐车运输安全监测信息处理技术研究,崔远慧,大连理工大学电子科学与技术学院,博士,2013,,,其他,危险化学品运输,,
考虑风险公平性的危险品道路运输路径优化研究,毛洁,西南交通大学,硕士,2017,,,运输监管 / 运输路径优化 / 运输风险评估,危险化学品运输,,
化工企业危险品运输安全管理研究,吕亚君,南京林业大学,硕士,2008,,,运输监管,危险化学品运输,,
危化品道路运输的风险度量与路径优化研究,王春晓,江西理工大学,硕士,2025,,,运输监管 / 运输路径优化 / 运输风险评估,危险化学品运输,,
长江干线危险品运输组织方式优化研究,康旸,武汉理工大学,硕士,2009,"...。2008年,我国内河危险品运输量已达2亿多吨,其中长江水系1.5亿吨,约占全国内河总运量的70%。长江干线危险品运输以原油、成品油、化学品、液化气以及其他固体品种为主...",运输组织方式；模糊层次分析；危险品运输；优化,其他,危险化学品运输,,
基于安全的危险品运输车辆优化调度研究,邹坤,西南交通大学,硕士,2012,,危险化学品；安全；物流配送；车辆调度,其他,危险化学品运输,,
危险品运输路径的动态选择和应急救援研究,陈小峰,同济大学交通运输工程学院,博士,2007,,,应急处置,危险化学品运输,,
危险品道路运输监控决策支持系统研究,闫利勇,重庆交通大学,硕士,2011,,,运输监管,危险化学品运输,,
危险化学品道路运输风险评估系统的应用研究,姜龙,华东交通大学,硕士,2014,,,运输监管 / 运输风险评估 / 风险评价方法,危险化学品运输,,
危险化学品突发环境事件应急处置方法及决策支持系统构建研究,蔡凌,天津大学,博士,2017,,,应急处置,危险化学品运输,,
危险化学品物流中心选址问题研究,武小东,西南交通大学,硕士,2007,,,运输路径优化,危险化学品运输,,
基于生命周期理论的危险化学品安全管理和评价,蔡攀,中山大学化学与化学工程学院,硕士,2009,,,其他,危险化学品运输,,
????????????????????,,,,2020,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?colType=4&contentID=&st=05&yt=2020,CNKI????
HAZOP?????????????????,,,,2020,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?colType=4&contentID=&st=05&yt=2020,CNKI????
?????????????????????,,,,2022,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?colType=4&contentID=&st=08&yt=2022,CNKI????
??????????????????,,,,2026,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://aqhj.cbpt.cnki.net/portal/journal/portal/client/paper_list/type_benqi,CNKI????
AHP-??????????????????????,,,,2026,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://aqhj.cbpt.cnki.net/portal/journal/portal/client/paper_list/type_benqi,CNKI????
HAZOP??????,,,,2006,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/portal/journal/portal/client/paperRank_list/type_yinyong,CNKI????
????????????????,,,,2004,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/portal/journal/portal/client/paperRank_list/type_yinyong,CNKI????
?????????????,,,,2004,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/portal/journal/portal/client/paperRank_list/type_yinyong,CNKI????
?????????????????,,,,2025,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?colType=4&contentID=&st=12&yt=2025,CNKI????
??????????????????????,,,,2026,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://aqhj.cbpt.cnki.net/portal/journal/portal/client/paper_list/type_benqi,CNKI????
????????????/???????????,,,,2026,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://aqhj.cbpt.cnki.net/portal/journal/portal/client/paper_list/type_benqi,CNKI????
????????????????????????,,,,2026,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://aqhj.cbpt.cnki.net/portal/journal/portal/client/paper_list/type_benqi,CNKI????
??????????????,,,,1996,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/portal/journal/portal/client/paperRank_list/type_yinyong,CNKI????
???????????????????????,,,,2024,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?colType=4&contentID=&st=08&yt=2024,CNKI????
?????????????????????????,,,,2024,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?colType=4&contentID=&st=08&yt=2024,CNKI????
?????+TOPSIS????????????????,,,,2020,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?colType=4&contentID=&st=05&yt=2020,CNKI????
?????????,,,,2021,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/portal/journal/portal/client/paperRank_list/type_xiazaipaihang,CNKI????
???????????????,,,,2020,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?colType=4&contentID=&st=05&yt=2020,CNKI????
CNG??????????,,,,2021,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/portal/journal/portal/client/paperRank_list/type_xiazaipaihang,CNKI????
????????(?),,,,2005,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/portal/journal/portal/client/paperRank_list/type_yinyong,CNKI????
6?????????????,,,,2023,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????? / ????? / ??????,????_2026-04-01,https://safe.cbpt.cnki.net/WKD/WebPublication/wkTextContent.aspx?colType=4&contentID=&st=01&yt=2023,CNKI????
????HSE????????,,,??/??,2008,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????,????_??_2026-04-01,https://d.wanfangdata.com.cn/thesis/Y1355355,????-????
??ESN????????????,,,??/??,2015,,,???? / ?????? / ?????? / ???? / ???? / ???? / ?????? / ?????? / ?????? / ?????? / ?????,????_??_2026-04-01,https://d.wanfangdata.com.cn/thesis/D703201,????-????
